filename,key,exercise,condition1,condition2,condition3,condition4,condition5
D27-1-001.json,1,스탠딩 사이드 크런치,TRUE,TRUE,TRUE,TRUE,TRUE
D27-2-001.json,1,스탠딩 사이드 크런치,TRUE,TRUE,TRUE,TRUE,TRUE
D27-3-001.json,1,스탠딩 사이드 크런치,TRUE,TRUE,TRUE,TRUE,TRUE
D27-4-001.json,1,스탠딩 사이드 크런치,TRUE,TRUE,TRUE,TRUE,TRUE
D27-5-001.json,1,스탠딩 사이드 크런치,TRUE,TRUE,TRUE,TRUE,TRUE
D27-6-001.json,1,스탠딩 사이드 크런치,TRUE,TRUE,TRUE,TRUE,TRUE
D27-7-001.json,1,스탠딩 사이드 크런치,TRUE,TRUE,TRUE,TRUE,TRUE
D27-8-001.json,1,스탠딩 사이드 크런치,TRUE,TRUE,TRUE,TRUE,TRUE
D27-9-001.json,1,스탠딩 사이드 크런치,TRUE,TRUE,TRUE,TRUE,TRUE
D01-1-002.json,2,스탠딩 사이드 크런치,FALSE,TRUE,TRUE,TRUE,TRUE
D01-2-002.json,2,스탠딩 사이드 크런치,FALSE,TRUE,TRUE,TRUE,TRUE
D01-4-002.json,2,스탠딩 사이드 크런치,FALSE,TRUE,TRUE,TRUE,TRUE
D01-5-002.json,2,스탠딩 사이드 크런치,FALSE,TRUE,TRUE,TRUE,TRUE
D01-7-002.json,2,스탠딩 사이드 크런치,FALSE,TRUE,TRUE,TRUE,TRUE
D01-8-002.json,2,스탠딩 사이드 크런치,FALSE,TRUE,TRUE,TRUE,TRUE
D05-1-002.json,2,스탠딩 사이드 크런치,FALSE,TRUE,TRUE,TRUE,TRUE
D05-2-002.json,2,스탠딩 사이드 크런치,FALSE,TRUE,TRUE,TRUE,TRUE
D05-3-002.json,2,스탠딩 사이드 크런치,FALSE,TRUE,TRUE,TRUE,TRUE
D05-4-002.json,2,스탠딩 사이드 크런치,FALSE,TRUE,TRUE,TRUE,TRUE
D05-5-002.json,2,스탠딩 사이드 크런치,FALSE,TRUE,TRUE,TRUE,TRUE
D05-6-002.json,2,스탠딩 사이드 크런치,FALSE,TRUE,TRUE,TRUE,TRUE
D05-7-002.json,2,스탠딩 사이드 크런치,FALSE,TRUE,TRUE,TRUE,TRUE
D05-8-002.json,2,스탠딩 사이드 크런치,FALSE,TRUE,TRUE,TRUE,TRUE
D09-1-002.json,2,스탠딩 사이드 크런치,FALSE,TRUE,TRUE,TRUE,TRUE
D09-2-002.json,2,스탠딩 사이드 크런치,FALSE,TRUE,TRUE,TRUE,TRUE
D09-3-002.json,2,스탠딩 사이드 크런치,FALSE,TRUE,TRUE,TRUE,TRUE
D09-4-002.json,2,스탠딩 사이드 크런치,FALSE,TRUE,TRUE,TRUE,TRUE
D09-5-002.json,2,스탠딩 사이드 크런치,FALSE,TRUE,TRUE,TRUE,TRUE
D09-6-002.json,2,스탠딩 사이드 크런치,FALSE,TRUE,TRUE,TRUE,TRUE
D09-7-002.json,2,스탠딩 사이드 크런치,FALSE,TRUE,TRUE,TRUE,TRUE
D09-8-002.json,2,스탠딩 사이드 크런치,FALSE,TRUE,TRUE,TRUE,TRUE
D09-9-002.json,2,스탠딩 사이드 크런치,FALSE,TRUE,TRUE,TRUE,TRUE
D13-1-002.json,2,스탠딩 사이드 크런치,FALSE,TRUE,TRUE,TRUE,TRUE
D13-2-002.json,2,스탠딩 사이드 크런치,FALSE,TRUE,TRUE,TRUE,TRUE
D13-3-002.json,2,스탠딩 사이드 크런치,FALSE,TRUE,TRUE,TRUE,TRUE
D13-4-002.json,2,스탠딩 사이드 크런치,FALSE,TRUE,TRUE,TRUE,TRUE
D13-5-002.json,2,스탠딩 사이드 크런치,FALSE,TRUE,TRUE,TRUE,TRUE
D13-6-002.json,2,스탠딩 사이드 크런치,FALSE,TRUE,TRUE,TRUE,TRUE
D13-7-002.json,2,스탠딩 사이드 크런치,FALSE,TRUE,TRUE,TRUE,TRUE
D13-8-002.json,2,스탠딩 사이드 크런치,FALSE,TRUE,TRUE,TRUE,TRUE
D13-9-002.json,2,스탠딩 사이드 크런치,FALSE,TRUE,TRUE,TRUE,TRUE
D23-1-002.json,2,스탠딩 사이드 크런치,FALSE,TRUE,TRUE,TRUE,TRUE
D23-2-002.json,2,스탠딩 사이드 크런치,FALSE,TRUE,TRUE,TRUE,TRUE
D23-3-002.json,2,스탠딩 사이드 크런치,FALSE,TRUE,TRUE,TRUE,TRUE
D23-4-002.json,2,스탠딩 사이드 크런치,FALSE,TRUE,TRUE,TRUE,TRUE
D23-5-002.json,2,스탠딩 사이드 크런치,FALSE,TRUE,TRUE,TRUE,TRUE
D23-6-002.json,2,스탠딩 사이드 크런치,FALSE,TRUE,TRUE,TRUE,TRUE
D23-7-002.json,2,스탠딩 사이드 크런치,FALSE,TRUE,TRUE,TRUE,TRUE
D23-8-002.json,2,스탠딩 사이드 크런치,FALSE,TRUE,TRUE,TRUE,TRUE
D23-9-002.json,2,스탠딩 사이드 크런치,FALSE,TRUE,TRUE,TRUE,TRUE
D27-1-002.json,2,스탠딩 사이드 크런치,FALSE,TRUE,TRUE,TRUE,TRUE
D27-2-002.json,2,스탠딩 사이드 크런치,FALSE,TRUE,TRUE,TRUE,TRUE
D27-3-002.json,2,스탠딩 사이드 크런치,FALSE,TRUE,TRUE,TRUE,TRUE
D27-4-002.json,2,스탠딩 사이드 크런치,FALSE,TRUE,TRUE,TRUE,TRUE
D27-5-002.json,2,스탠딩 사이드 크런치,FALSE,TRUE,TRUE,TRUE,TRUE
D27-6-002.json,2,스탠딩 사이드 크런치,FALSE,TRUE,TRUE,TRUE,TRUE
D27-7-002.json,2,스탠딩 사이드 크런치,FALSE,TRUE,TRUE,TRUE,TRUE
D27-8-002.json,2,스탠딩 사이드 크런치,FALSE,TRUE,TRUE,TRUE,TRUE
D27-9-002.json,2,스탠딩 사이드 크런치,FALSE,TRUE,TRUE,TRUE,TRUE
D01-1-003.json,3,스탠딩 사이드 크런치,TRUE,FALSE,TRUE,TRUE,TRUE
D01-2-003.json,3,스탠딩 사이드 크런치,TRUE,FALSE,TRUE,TRUE,TRUE
D01-3-003.json,3,스탠딩 사이드 크런치,TRUE,FALSE,TRUE,TRUE,TRUE
D01-4-003.json,3,스탠딩 사이드 크런치,TRUE,FALSE,TRUE,TRUE,TRUE
D01-5-003.json,3,스탠딩 사이드 크런치,TRUE,FALSE,TRUE,TRUE,TRUE
D01-6-003.json,3,스탠딩 사이드 크런치,TRUE,FALSE,TRUE,TRUE,TRUE
D01-7-003.json,3,스탠딩 사이드 크런치,TRUE,FALSE,TRUE,TRUE,TRUE
D01-8-003.json,3,스탠딩 사이드 크런치,TRUE,FALSE,TRUE,TRUE,TRUE
D05-1-003.json,3,스탠딩 사이드 크런치,TRUE,FALSE,TRUE,TRUE,TRUE
D05-2-003.json,3,스탠딩 사이드 크런치,TRUE,FALSE,TRUE,TRUE,TRUE
D05-3-003.json,3,스탠딩 사이드 크런치,TRUE,FALSE,TRUE,TRUE,TRUE
D05-4-003.json,3,스탠딩 사이드 크런치,TRUE,FALSE,TRUE,TRUE,TRUE
D05-5-003.json,3,스탠딩 사이드 크런치,TRUE,FALSE,TRUE,TRUE,TRUE
D05-6-003.json,3,스탠딩 사이드 크런치,TRUE,FALSE,TRUE,TRUE,TRUE
D05-7-003.json,3,스탠딩 사이드 크런치,TRUE,FALSE,TRUE,TRUE,TRUE
D05-8-003.json,3,스탠딩 사이드 크런치,TRUE,FALSE,TRUE,TRUE,TRUE
D09-1-003.json,3,스탠딩 사이드 크런치,TRUE,FALSE,TRUE,TRUE,TRUE
D09-2-003.json,3,스탠딩 사이드 크런치,TRUE,FALSE,TRUE,TRUE,TRUE
D09-3-003.json,3,스탠딩 사이드 크런치,TRUE,FALSE,TRUE,TRUE,TRUE
D09-4-003.json,3,스탠딩 사이드 크런치,TRUE,FALSE,TRUE,TRUE,TRUE
D09-5-003.json,3,스탠딩 사이드 크런치,TRUE,FALSE,TRUE,TRUE,TRUE
D09-6-003.json,3,스탠딩 사이드 크런치,TRUE,FALSE,TRUE,TRUE,TRUE
D09-7-003.json,3,스탠딩 사이드 크런치,TRUE,FALSE,TRUE,TRUE,TRUE
D09-8-003.json,3,스탠딩 사이드 크런치,TRUE,FALSE,TRUE,TRUE,TRUE
D09-9-003.json,3,스탠딩 사이드 크런치,TRUE,FALSE,TRUE,TRUE,TRUE
D13-1-003.json,3,스탠딩 사이드 크런치,TRUE,FALSE,TRUE,TRUE,TRUE
D13-2-003.json,3,스탠딩 사이드 크런치,TRUE,FALSE,TRUE,TRUE,TRUE
D13-3-003.json,3,스탠딩 사이드 크런치,TRUE,FALSE,TRUE,TRUE,TRUE
D13-4-003.json,3,스탠딩 사이드 크런치,TRUE,FALSE,TRUE,TRUE,TRUE
D13-5-003.json,3,스탠딩 사이드 크런치,TRUE,FALSE,TRUE,TRUE,TRUE
D13-6-003.json,3,스탠딩 사이드 크런치,TRUE,FALSE,TRUE,TRUE,TRUE
D13-8-003.json,3,스탠딩 사이드 크런치,TRUE,FALSE,TRUE,TRUE,TRUE
D13-9-003.json,3,스탠딩 사이드 크런치,TRUE,FALSE,TRUE,TRUE,TRUE
D23-1-003.json,3,스탠딩 사이드 크런치,TRUE,FALSE,TRUE,TRUE,TRUE
D23-2-003.json,3,스탠딩 사이드 크런치,TRUE,FALSE,TRUE,TRUE,TRUE
D23-3-003.json,3,스탠딩 사이드 크런치,TRUE,FALSE,TRUE,TRUE,TRUE
D23-4-003.json,3,스탠딩 사이드 크런치,TRUE,FALSE,TRUE,TRUE,TRUE
D23-5-003.json,3,스탠딩 사이드 크런치,TRUE,FALSE,TRUE,TRUE,TRUE
D23-6-003.json,3,스탠딩 사이드 크런치,TRUE,FALSE,TRUE,TRUE,TRUE
D23-7-003.json,3,스탠딩 사이드 크런치,TRUE,FALSE,TRUE,TRUE,TRUE
D23-8-003.json,3,스탠딩 사이드 크런치,TRUE,FALSE,TRUE,TRUE,TRUE
D23-9-003.json,3,스탠딩 사이드 크런치,TRUE,FALSE,TRUE,TRUE,TRUE
D27-1-003.json,3,스탠딩 사이드 크런치,TRUE,FALSE,TRUE,TRUE,TRUE
D27-2-003.json,3,스탠딩 사이드 크런치,TRUE,FALSE,TRUE,TRUE,TRUE
D27-3-003.json,3,스탠딩 사이드 크런치,TRUE,FALSE,TRUE,TRUE,TRUE
D27-5-003.json,3,스탠딩 사이드 크런치,TRUE,FALSE,TRUE,TRUE,TRUE
D27-6-003.json,3,스탠딩 사이드 크런치,TRUE,FALSE,TRUE,TRUE,TRUE
D27-7-003.json,3,스탠딩 사이드 크런치,TRUE,FALSE,TRUE,TRUE,TRUE
D27-8-003.json,3,스탠딩 사이드 크런치,TRUE,FALSE,TRUE,TRUE,TRUE
D27-9-003.json,3,스탠딩 사이드 크런치,TRUE,FALSE,TRUE,TRUE,TRUE
D01-1-004.json,4,스탠딩 사이드 크런치,TRUE,TRUE,FALSE,TRUE,TRUE
D01-2-004.json,4,스탠딩 사이드 크런치,TRUE,TRUE,FALSE,TRUE,TRUE
D01-3-004.json,4,스탠딩 사이드 크런치,TRUE,TRUE,FALSE,TRUE,TRUE
D01-4-004.json,4,스탠딩 사이드 크런치,TRUE,TRUE,FALSE,TRUE,TRUE
D01-5-004.json,4,스탠딩 사이드 크런치,TRUE,TRUE,FALSE,TRUE,TRUE
D01-6-004.json,4,스탠딩 사이드 크런치,TRUE,TRUE,FALSE,TRUE,TRUE
D01-7-004.json,4,스탠딩 사이드 크런치,TRUE,TRUE,FALSE,TRUE,TRUE
D01-8-004.json,4,스탠딩 사이드 크런치,TRUE,TRUE,FALSE,TRUE,TRUE
D05-1-004.json,4,스탠딩 사이드 크런치,TRUE,TRUE,FALSE,TRUE,TRUE
D05-2-004.json,4,스탠딩 사이드 크런치,TRUE,TRUE,FALSE,TRUE,TRUE
D05-3-004.json,4,스탠딩 사이드 크런치,TRUE,TRUE,FALSE,TRUE,TRUE
D05-4-004.json,4,스탠딩 사이드 크런치,TRUE,TRUE,FALSE,TRUE,TRUE
D05-5-004.json,4,스탠딩 사이드 크런치,TRUE,TRUE,FALSE,TRUE,TRUE
D05-6-004.json,4,스탠딩 사이드 크런치,TRUE,TRUE,FALSE,TRUE,TRUE
D05-7-004.json,4,스탠딩 사이드 크런치,TRUE,TRUE,FALSE,TRUE,TRUE
D05-8-004.json,4,스탠딩 사이드 크런치,TRUE,TRUE,FALSE,TRUE,TRUE
D09-1-004.json,4,스탠딩 사이드 크런치,TRUE,TRUE,FALSE,TRUE,TRUE
D09-2-004.json,4,스탠딩 사이드 크런치,TRUE,TRUE,FALSE,TRUE,TRUE
D09-3-004.json,4,스탠딩 사이드 크런치,TRUE,TRUE,FALSE,TRUE,TRUE
D09-4-004.json,4,스탠딩 사이드 크런치,TRUE,TRUE,FALSE,TRUE,TRUE
D09-5-004.json,4,스탠딩 사이드 크런치,TRUE,TRUE,FALSE,TRUE,TRUE
D09-6-004.json,4,스탠딩 사이드 크런치,TRUE,TRUE,FALSE,TRUE,TRUE
D09-7-004.json,4,스탠딩 사이드 크런치,TRUE,TRUE,FALSE,TRUE,TRUE
D09-8-004.json,4,스탠딩 사이드 크런치,TRUE,TRUE,FALSE,TRUE,TRUE
D09-9-004.json,4,스탠딩 사이드 크런치,TRUE,TRUE,FALSE,TRUE,TRUE
D13-1-004.json,4,스탠딩 사이드 크런치,TRUE,TRUE,FALSE,TRUE,TRUE
D13-2-004.json,4,스탠딩 사이드 크런치,TRUE,TRUE,FALSE,TRUE,TRUE
D13-3-004.json,4,스탠딩 사이드 크런치,TRUE,TRUE,FALSE,TRUE,TRUE
D13-4-004.json,4,스탠딩 사이드 크런치,TRUE,TRUE,FALSE,TRUE,TRUE
D13-5-004.json,4,스탠딩 사이드 크런치,TRUE,TRUE,FALSE,TRUE,TRUE
D13-6-004.json,4,스탠딩 사이드 크런치,TRUE,TRUE,FALSE,TRUE,TRUE
D13-7-004.json,4,스탠딩 사이드 크런치,TRUE,TRUE,FALSE,TRUE,TRUE
D13-8-004.json,4,스탠딩 사이드 크런치,TRUE,TRUE,FALSE,TRUE,TRUE
D13-9-004.json,4,스탠딩 사이드 크런치,TRUE,TRUE,FALSE,TRUE,TRUE
D23-1-004.json,4,스탠딩 사이드 크런치,TRUE,TRUE,FALSE,TRUE,TRUE
D23-2-004.json,4,스탠딩 사이드 크런치,TRUE,TRUE,FALSE,TRUE,TRUE
D23-3-004.json,4,스탠딩 사이드 크런치,TRUE,TRUE,FALSE,TRUE,TRUE
D23-4-004.json,4,스탠딩 사이드 크런치,TRUE,TRUE,FALSE,TRUE,TRUE
D23-5-004.json,4,스탠딩 사이드 크런치,TRUE,TRUE,FALSE,TRUE,TRUE
D23-6-004.json,4,스탠딩 사이드 크런치,TRUE,TRUE,FALSE,TRUE,TRUE
D23-7-004.json,4,스탠딩 사이드 크런치,TRUE,TRUE,FALSE,TRUE,TRUE
D23-8-004.json,4,스탠딩 사이드 크런치,TRUE,TRUE,FALSE,TRUE,TRUE
D23-9-004.json,4,스탠딩 사이드 크런치,TRUE,TRUE,FALSE,TRUE,TRUE
D27-1-004.json,4,스탠딩 사이드 크런치,TRUE,TRUE,FALSE,TRUE,TRUE
D27-2-004.json,4,스탠딩 사이드 크런치,TRUE,TRUE,FALSE,TRUE,TRUE
D27-3-004.json,4,스탠딩 사이드 크런치,TRUE,TRUE,FALSE,TRUE,TRUE
D27-4-004.json,4,스탠딩 사이드 크런치,TRUE,TRUE,FALSE,TRUE,TRUE
D27-5-004.json,4,스탠딩 사이드 크런치,TRUE,TRUE,FALSE,TRUE,TRUE
D27-6-004.json,4,스탠딩 사이드 크런치,TRUE,TRUE,FALSE,TRUE,TRUE
D27-7-004.json,4,스탠딩 사이드 크런치,TRUE,TRUE,FALSE,TRUE,TRUE
D27-8-004.json,4,스탠딩 사이드 크런치,TRUE,TRUE,FALSE,TRUE,TRUE
D27-9-004.json,4,스탠딩 사이드 크런치,TRUE,TRUE,FALSE,TRUE,TRUE
D01-2-005.json,5,스탠딩 사이드 크런치,TRUE,TRUE,TRUE,FALSE,TRUE
D01-3-005.json,5,스탠딩 사이드 크런치,TRUE,TRUE,TRUE,FALSE,TRUE
D01-4-005.json,5,스탠딩 사이드 크런치,TRUE,TRUE,TRUE,FALSE,TRUE
D01-5-005.json,5,스탠딩 사이드 크런치,TRUE,TRUE,TRUE,FALSE,TRUE
D01-6-005.json,5,스탠딩 사이드 크런치,TRUE,TRUE,TRUE,FALSE,TRUE
D01-7-005.json,5,스탠딩 사이드 크런치,TRUE,TRUE,TRUE,FALSE,TRUE
D01-8-005.json,5,스탠딩 사이드 크런치,TRUE,TRUE,TRUE,FALSE,TRUE
D05-1-005.json,5,스탠딩 사이드 크런치,TRUE,TRUE,TRUE,FALSE,TRUE
D05-2-005.json,5,스탠딩 사이드 크런치,TRUE,TRUE,TRUE,FALSE,TRUE
D05-3-005.json,5,스탠딩 사이드 크런치,TRUE,TRUE,TRUE,FALSE,TRUE
D05-4-005.json,5,스탠딩 사이드 크런치,TRUE,TRUE,TRUE,FALSE,TRUE
D05-5-005.json,5,스탠딩 사이드 크런치,TRUE,TRUE,TRUE,FALSE,TRUE
D05-6-005.json,5,스탠딩 사이드 크런치,TRUE,TRUE,TRUE,FALSE,TRUE
D05-7-005.json,5,스탠딩 사이드 크런치,TRUE,TRUE,TRUE,FALSE,TRUE
D05-8-005.json,5,스탠딩 사이드 크런치,TRUE,TRUE,TRUE,FALSE,TRUE
D09-1-005.json,5,스탠딩 사이드 크런치,TRUE,TRUE,TRUE,FALSE,TRUE
D09-2-005.json,5,스탠딩 사이드 크런치,TRUE,TRUE,TRUE,FALSE,TRUE
D09-3-005.json,5,스탠딩 사이드 크런치,TRUE,TRUE,TRUE,FALSE,TRUE
D09-4-005.json,5,스탠딩 사이드 크런치,TRUE,TRUE,TRUE,FALSE,TRUE
D09-5-005.json,5,스탠딩 사이드 크런치,TRUE,TRUE,TRUE,FALSE,TRUE
D09-6-005.json,5,스탠딩 사이드 크런치,TRUE,TRUE,TRUE,FALSE,TRUE
D09-7-005.json,5,스탠딩 사이드 크런치,TRUE,TRUE,TRUE,FALSE,TRUE
D09-8-005.json,5,스탠딩 사이드 크런치,TRUE,TRUE,TRUE,FALSE,TRUE
D09-9-005.json,5,스탠딩 사이드 크런치,TRUE,TRUE,TRUE,FALSE,TRUE
D13-1-005.json,5,스탠딩 사이드 크런치,TRUE,TRUE,TRUE,FALSE,TRUE
D13-2-005.json,5,스탠딩 사이드 크런치,TRUE,TRUE,TRUE,FALSE,TRUE
D13-3-005.json,5,스탠딩 사이드 크런치,TRUE,TRUE,TRUE,FALSE,TRUE
D13-4-005.json,5,스탠딩 사이드 크런치,TRUE,TRUE,TRUE,FALSE,TRUE
D13-5-005.json,5,스탠딩 사이드 크런치,TRUE,TRUE,TRUE,FALSE,TRUE
D13-6-005.json,5,스탠딩 사이드 크런치,TRUE,TRUE,TRUE,FALSE,TRUE
D13-8-005.json,5,스탠딩 사이드 크런치,TRUE,TRUE,TRUE,FALSE,TRUE
D13-9-005.json,5,스탠딩 사이드 크런치,TRUE,TRUE,TRUE,FALSE,TRUE
D23-1-005.json,5,스탠딩 사이드 크런치,TRUE,TRUE,TRUE,FALSE,TRUE
D23-2-005.json,5,스탠딩 사이드 크런치,TRUE,TRUE,TRUE,FALSE,TRUE
D23-3-005.json,5,스탠딩 사이드 크런치,TRUE,TRUE,TRUE,FALSE,TRUE
D23-4-005.json,5,스탠딩 사이드 크런치,TRUE,TRUE,TRUE,FALSE,TRUE
D23-5-005.json,5,스탠딩 사이드 크런치,TRUE,TRUE,TRUE,FALSE,TRUE
D23-6-005.json,5,스탠딩 사이드 크런치,TRUE,TRUE,TRUE,FALSE,TRUE
D23-7-005.json,5,스탠딩 사이드 크런치,TRUE,TRUE,TRUE,FALSE,TRUE
D23-8-005.json,5,스탠딩 사이드 크런치,TRUE,TRUE,TRUE,FALSE,TRUE
D23-9-005.json,5,스탠딩 사이드 크런치,TRUE,TRUE,TRUE,FALSE,TRUE
D27-2-005.json,5,스탠딩 사이드 크런치,TRUE,TRUE,TRUE,FALSE,TRUE
D27-3-005.json,5,스탠딩 사이드 크런치,TRUE,TRUE,TRUE,FALSE,TRUE
D27-4-005.json,5,스탠딩 사이드 크런치,TRUE,TRUE,TRUE,FALSE,TRUE
D27-5-005.json,5,스탠딩 사이드 크런치,TRUE,TRUE,TRUE,FALSE,TRUE
D27-6-005.json,5,스탠딩 사이드 크런치,TRUE,TRUE,TRUE,FALSE,TRUE
D27-7-005.json,5,스탠딩 사이드 크런치,TRUE,TRUE,TRUE,FALSE,TRUE
D27-8-005.json,5,스탠딩 사이드 크런치,TRUE,TRUE,TRUE,FALSE,TRUE
D27-9-005.json,5,스탠딩 사이드 크런치,TRUE,TRUE,TRUE,FALSE,TRUE
D01-1-006.json,6,스탠딩 사이드 크런치,TRUE,TRUE,TRUE,TRUE,FALSE
D01-2-006.json,6,스탠딩 사이드 크런치,TRUE,TRUE,TRUE,TRUE,FALSE
D01-4-006.json,6,스탠딩 사이드 크런치,TRUE,TRUE,TRUE,TRUE,FALSE
D01-5-006.json,6,스탠딩 사이드 크런치,TRUE,TRUE,TRUE,TRUE,FALSE
D01-6-006.json,6,스탠딩 사이드 크런치,TRUE,TRUE,TRUE,TRUE,FALSE
D01-7-006.json,6,스탠딩 사이드 크런치,TRUE,TRUE,TRUE,TRUE,FALSE
D01-8-006.json,6,스탠딩 사이드 크런치,TRUE,TRUE,TRUE,TRUE,FALSE
D05-1-006.json,6,스탠딩 사이드 크런치,TRUE,TRUE,TRUE,TRUE,FALSE
D05-2-006.json,6,스탠딩 사이드 크런치,TRUE,TRUE,TRUE,TRUE,FALSE
D05-3-006.json,6,스탠딩 사이드 크런치,TRUE,TRUE,TRUE,TRUE,FALSE
D05-4-006.json,6,스탠딩 사이드 크런치,TRUE,TRUE,TRUE,TRUE,FALSE
D05-5-006.json,6,스탠딩 사이드 크런치,TRUE,TRUE,TRUE,TRUE,FALSE
D05-6-006.json,6,스탠딩 사이드 크런치,TRUE,TRUE,TRUE,TRUE,FALSE
D05-7-006.json,6,스탠딩 사이드 크런치,TRUE,TRUE,TRUE,TRUE,FALSE
D05-8-006.json,6,스탠딩 사이드 크런치,TRUE,TRUE,TRUE,TRUE,FALSE
D09-1-006.json,6,스탠딩 사이드 크런치,TRUE,TRUE,TRUE,TRUE,FALSE
D09-2-006.json,6,스탠딩 사이드 크런치,TRUE,TRUE,TRUE,TRUE,FALSE
D09-3-006.json,6,스탠딩 사이드 크런치,TRUE,TRUE,TRUE,TRUE,FALSE
D09-4-006.json,6,스탠딩 사이드 크런치,TRUE,TRUE,TRUE,TRUE,FALSE
D09-5-006.json,6,스탠딩 사이드 크런치,TRUE,TRUE,TRUE,TRUE,FALSE
D09-6-006.json,6,스탠딩 사이드 크런치,TRUE,TRUE,TRUE,TRUE,FALSE
D09-7-006.json,6,스탠딩 사이드 크런치,TRUE,TRUE,TRUE,TRUE,FALSE
D09-8-006.json,6,스탠딩 사이드 크런치,TRUE,TRUE,TRUE,TRUE,FALSE
D09-9-006.json,6,스탠딩 사이드 크런치,TRUE,TRUE,TRUE,TRUE,FALSE
D13-1-006.json,6,스탠딩 사이드 크런치,TRUE,TRUE,TRUE,TRUE,FALSE
D13-2-006.json,6,스탠딩 사이드 크런치,TRUE,TRUE,TRUE,TRUE,FALSE
D13-3-006.json,6,스탠딩 사이드 크런치,TRUE,TRUE,TRUE,TRUE,FALSE
